Transition register 	 shell IS 	 IS Configuration 	 IS 2JJ 	 IS eigenvalue 	 IS higher configuration 	 IS percentage 	 shell FS 	 FS Configuration 	 FS 2JJ 	 FS eigenvalue 	 FS higher configuration 	 FS percentage 	 transition energy [eV] 	 rate [s-1]	 total rate 	 branching ratio
840 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 1 	 1 	 3d*2 3d6 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 35.93091 	 9.9491050E+01	3.3841860E+08	4510588770426908	7.50276e-08
841 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 3 	 3 	 3d*3 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 93.42790 	 9.9522120E+01	5.1376318E+12	4510588770426908	0.00113902
842 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 5 	 4 	 3d*3 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 70.35017 	 9.9532330E+01	3.4833686E+13	4510588770426908	0.00772265
843 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 3 	 2 	 3d*4 3d4 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 64.20203 	 9.9803120E+01	6.8762589E+13	4510588770426908	0.0152447
844 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 5 	 3 	 3d*4 3d4 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 85.65729 	 9.9870510E+01	7.8898098E+13	4510588770426908	0.0174918
845 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 5 	 2 	 3d*3 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 54.88279 	 1.0139068E+02	6.6158819E+11	4510588770426908	0.000146674
846 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 7 	 2 	 3d*4 3d4 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 51.20168 	 1.0162862E+02	1.3369140E+11	4510588770426908	2.96395e-05
847 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 3 	 1 	 3d*2 3d6 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 61.06906 	 1.0212355E+02	2.9749354E+11	4510588770426908	6.59545e-05
848 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 5 	 1 	 3d*3 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 74.19041 	 1.0221364E+02	1.4861411E+11	4510588770426908	3.29478e-05
849 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 7 	 1 	 3d*3 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 69.76234 	 1.0234269E+02	5.0286339E+10	4510588770426908	1.11485e-05
850 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 9 	 1 	 3d*4 3d4 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 82.09269 	 1.0249793E+02	1.6493549E+11	4510588770426908	3.65663e-05
851 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)0  	 3 	 1 	 1s2 2s2 3s2 2p*2 2p4 3p*2 3p4 3d*3 3d6  	 100 	 1.0801695E+02	4.5939612E+12	4510588770426908	0.00101848
852 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 0 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)9 (4s)0  	 5 	 1 	 1s2 2s2 3s2 2p*2 2p4 3p*2 3p4 3d*4 3d5  	 100 	 1.0826622E+02	1.0408170E+13	4510588770426908	0.0023075
853 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 5 	 7 	 3p*1 3p4 3d*4 3d5 1s2 2s2 3s2 4s1 2p*2 2p4  	 43.57760 	 1.3368750E+01	3.9401742E+14	4955032204697760	0.0795186
854 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 7 	 4 	 3p*1 3p4 3d*4 3d5 1s2 2s2 3s2 4s1 2p*2 2p4  	 43.11637 	 1.3378300E+01	5.1297151E+14	4955032204697760	0.103525
855 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 3 	 7 	 3p*1 3p4 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 2p4  	 52.31267 	 1.4460880E+01	1.8719939E+14	4955032204697760	0.0377797
856 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 1 	 4 	 3p*1 3p4 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 2p4  	 51.52920 	 1.4473570E+01	1.0100600E+14	4955032204697760	0.0203845
857 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 3 	 6 	 3p*1 3p4 3d*4 3d5 1s2 2s2 3s2 4s1 2p*2 2p4  	 68.80551 	 2.0706430E+01	2.6374252E+12	4955032204697760	0.000532272
858 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 5 	 6 	 3p*1 3p4 3d*4 3d5 1s2 2s2 3s2 4s1 2p*2 2p4  	 77.35307 	 2.1154450E+01	4.0192679E+11	4955032204697760	8.11149e-05
859 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 3 	 5 	 3p*1 3p4 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 2p4  	 33.84328 	 2.1516140E+01	3.7130722E+12	4955032204697760	0.000749354
860 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 1 	 3 	 3p*1 3p4 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 2p4  	 47.37697 	 2.1663190E+01	2.5103509E+12	4955032204697760	0.000506627
861 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 5 	 5 	 3p*2 3p3 3d*4 3d5 1s2 2s2 3s2 4s1 2p*2 2p4  	 68.59047 	 2.2115270E+01	5.6076137E+12	4955032204697760	0.0011317
862 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 7 	 3 	 3p*2 3p3 3d*4 3d5 1s2 2s2 3s2 4s1 2p*2 2p4  	 74.54525 	 2.2682670E+01	1.7045460E+13	4955032204697760	0.00344003
863 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 3 	 4 	 3p*2 3p3 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 2p4  	 46.97536 	 2.2728050E+01	2.8771556E+12	4955032204697760	0.000580653
864 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 1 	 2 	 3p*2 3p3 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 2p4  	 90.56608 	 2.3084180E+01	6.9392197E+09	4955032204697760	1.40044e-06
865 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 5 	 4 	 3p*2 3p3 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 2p4  	 41.17948 	 2.3305240E+01	4.3284316E+12	4955032204697760	0.000873543
866 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 3 	 3 	 3p*2 3p3 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 2p4  	 72.87994 	 2.3713680E+01	1.2466493E+12	4955032204697760	0.000251593
867 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 1 	 1 	 3p*2 3p3 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 2p4  	 92.80817 	 2.3833570E+01	3.3998349E+11	4955032204697760	6.86138e-05
868 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 5 	 3 	 3p*1 3p4 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 2p4  	 78.89707 	 2.6370490E+01	1.0233945E+14	4955032204697760	0.0206536
869 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 3 	 2 	 3p*1 3p4 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 2p4  	 78.85769 	 2.6669500E+01	1.3332983E+14	4955032204697760	0.026908
870 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 5 	 2 	 3p*2 3p3 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 2p4  	 48.58190 	 2.7983360E+01	7.4280580E+13	4955032204697760	0.0149909
871 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 7 	 2 	 3p*2 3p3 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 2p4  	 54.23800 	 2.8159060E+01	3.1216211E+14	4955032204697760	0.062999
872 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 3 	 1 	 3p*2 3p3 3d*4 3d5 1s2 2s2 3s2 4s1 2p*2 2p4  	 43.41044 	 2.8402700E+01	1.0919591E+14	4955032204697760	0.0220374
873 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 5 	 1 	 3p*2 3p3 3d*3 3d6 1s2 2s2 3s2 4s1 2p*2 2p4  	 51.06490 	 2.8442930E+01	2.5588901E+14	4955032204697760	0.0516422
874 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 7 	 1 	 3p*2 3p3 3d*4 3d5 1s2 2s2 3s2 4s1 2p*2 2p4  	 87.06515 	 2.9157580E+01	4.2633235E+14	4955032204697760	0.0860403
875 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)9 (4s)1  	 9 	 1 	 1s2 2s2 3s2 4s1 2p*2 2p4 3p*2 3p3 3d*4 3d5  	 100 	 2.9631810E+01	9.0288076E+14	4955032204697760	0.182215
876 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)0  	 1 	 1 	 1s2 2s2 3s2 2p*2 2p4 3p*1 3p4 3d*4 3d6  	 100 	 2.9748890E+01	2.4654980E+14	4955032204697760	0.0497575
877 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3p_4s 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)5 (3d)10 (4s)0  	 3 	 1 	 1s2 2s2 3s2 2p*2 2p4 3p*2 3p3 3d*4 3d6  	 100 	 3.2262350E+01	4.7327299E+14	4955032204697760	0.0955136
878 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 1 	 3 	 3d*4 3d4 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 55.49097 	 9.3093770E+01	3.0999988E+12	4955032204697760	0.000625626
879 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 7 	 3 	 3d*3 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 82.48576 	 9.8318820E+01	1.6470148E+14	4955032204697760	0.0332392
880 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 9 	 2 	 3d*3 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 82.11435 	 9.8322640E+01	2.0705030E+14	4955032204697760	0.0417859
881 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 1 	 2 	 3d*3 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 64.22227 	 9.8513830E+01	4.2663710E+08	4955032204697760	8.61018e-08
882 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 3 	 4 	 3d*3 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 68.05619 	 9.8604570E+01	1.6583450E+12	4955032204697760	0.000334679
883 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 1 	 1 	 3d*2 3d6 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 35.93091 	 9.9306900E+01	5.1633960E+07	4955032204697760	1.04205e-08
884 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 3 	 3 	 3d*3 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 93.42790 	 9.9337970E+01	4.7288685E+12	4955032204697760	0.000954357
885 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 5 	 4 	 3d*3 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 70.35017 	 9.9348180E+01	3.5408176E+13	4955032204697760	0.0071459
886 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 3 	 2 	 3d*4 3d4 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 64.20203 	 9.9618970E+01	7.1004577E+13	4955032204697760	0.0143298
887 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 5 	 3 	 3d*4 3d4 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 85.65729 	 9.9686360E+01	7.7161001E+13	4955032204697760	0.0155723
888 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 5 	 2 	 3d*3 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 54.88279 	 1.0120653E+02	6.3171232E+11	4955032204697760	0.000127489
889 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 7 	 2 	 3d*4 3d4 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 51.20168 	 1.0144447E+02	1.2447794E+11	4955032204697760	2.51215e-05
890 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 3 	 1 	 3d*2 3d6 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 61.06906 	 1.0193940E+02	3.0017881E+11	4955032204697760	6.05806e-05
891 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 5 	 1 	 3d*3 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 74.19041 	 1.0202949E+02	1.3850311E+11	4955032204697760	2.7952e-05
892 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 7 	 1 	 3d*3 3d5 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 69.76234 	 1.0215854E+02	5.2242627E+10	4955032204697760	1.05433e-05
893 	 3s 	 (1s)2 (2s)2 (2p)6 (3s)1 (3p)6 (3d)10 (4s)1  	 2 	 1 	 1s2 2s2 3s1 4s1 2p*2 2p4 3p*2 3p4 3d*4 3d6  	 100 	 3d_3d 	 (1s)2 (2s)2 (2p)6 (3s)2 (3p)6 (3d)8 (4s)1  	 9 	 1 	 3d*4 3d4 1s2 2s2 3s2 4s1 2p*2 3p*2 2p4 3p4  	 82.09269 	 1.0231378E+02	1.6880132E+11	4955032204697760	3.40666e-05
