# Atomic number Z= 29  Date:21-11-2022

# Register Shelli	2Ji		Eigi	 ---> 	 Shellf		2Jf		Eigf	Energy(eV)			Rate(s-1)		Width(eV)
	16091	 M3M5	    5	     5		 ---> 	 M4N1	    3	     1		8.57183867027E+01 	9.11949E+07    	3.771518019699504e-07
	16092	 M3M5	    5	     5		 ---> 	 M5N1	    5	     1		8.59670010607E+01 	1.07794E+10    	4.458001636226239e-05
	16093	 M3M5	    7	     3		 ---> 	 M3M4	    3	     4		4.57842976377E-02 	2.11352E-13    	8.740816388849918e-28
	16094	 M3M5	    7	     3		 ---> 	 M3M4	    1	     2		4.02049649282E-01 	1.01787E-20    	4.20957207772752e-35
	16095	 M3M5	    7	     3		 ---> 	 M3M4	    5	     4		6.22961817839E-01 	9.60826E-01    	3.973657049676896e-15
	16096	 M3M5	    7	     3		 ---> 	 M3M4	    3	     3		1.03152475021E+00 	2.05921E-04    	8.516208276280159e-19
	16097	 M3M5	    7	     3		 ---> 	 M3M4	    1	     1		1.15153025858E+00 	5.42622E-19    	2.2441042765389115e-33
	16098	 M3M5	    7	     3		 ---> 	 M2M4	    5	     3		3.68840409663E+00 	2.51053E-03    	1.0382717820838878e-17
	16099	 M3M5	    7	     3		 ---> 	 M2M4	    3	     2		3.98738986366E+00 	5.55724E-04    	2.2982897946919034e-18
	16100	 M3M5	    7	     3		 ---> 	 M3M4	    5	     2		5.30099371146E+00 	1.96769E-01    	8.137711968742239e-16
	16101	 M3M5	    7	     3		 ---> 	 M3M4	    7	     2		5.47673439384E+00 	2.44173E+01    	1.0098183883354079e-13
	16102	 M3M5	    7	     3		 ---> 	 M3M5	    3	     1		5.72034140466E+00 	8.63766E-03    	3.5722491431031356e-17
	16103	 M3M5	    7	     3		 ---> 	 M3M4	    5	     1		5.76061259850E+00 	1.64435E+00    	6.800485175917599e-15
	16104	 M3M5	    7	     3		 ---> 	 M3M5	    7	     1		6.47492608353E+00 	7.19543E-01    	2.975790740982928e-15
	16105	 M3M5	    7	     3		 ---> 	 M3M5	    9	     1		6.94910942315E+00 	6.46220E+01    	2.6725511785091195e-13
	16106	 M3M5	    7	     3		 ---> 	 M2N1	    1	     1		7.06625315802E+00 	2.45873E-10    	1.016849023418608e-24
	16107	 M3M5	    7	     3		 ---> 	 M3N1	    3	     1		9.57964385171E+00 	3.41174E+00    	1.4109822905151039e-14
	16108	 M3M5	    7	     3		 ---> 	 M5M5	    1	     3		7.04119186056E+01 	2.46063E-02    	1.017634800280848e-16
	16109	 M3M5	    7	     3		 ---> 	 M4M5	    7	     3		7.56369130803E+01 	4.58643E+07    	1.8967950390965278e-07
	16110	 M3M5	    7	     3		 ---> 	 M4M5	    9	     2		7.56407288706E+01 	1.51469E+09    	6.264254502454239e-06
	16111	 M3M5	    7	     3		 ---> 	 M4M5	    1	     2		7.58320554064E+01 	7.91352E-03    	3.2727689025649917e-17
	16112	 M3M5	    7	     3		 ---> 	 M4M5	    3	     4		7.59226518623E+01 	9.68464E+00    	4.0052452795389434e-14
	16113	 M3M5	    7	     3		 ---> 	 M4M4	    1	     1		7.66251757139E+01 	4.78722E-01    	1.979835110764512e-15
	16114	 M3M5	    7	     3		 ---> 	 M4M5	    3	     3		7.66562203620E+01 	3.97273E+00    	1.642989112593008e-14
	16115	 M3M5	    7	     3		 ---> 	 M4M5	    5	     4		7.66665596083E+01 	1.94976E+10    	8.06355944695296e-05
	16116	 M3M5	    7	     3		 ---> 	 M5M5	    3	     2		7.69369145810E+01 	2.58739E+01    	1.0700585239953439e-13
	16117	 M3M5	    7	     3		 ---> 	 M5M5	    5	     3		7.70040650337E+01 	1.23784E+10    	5.11929490081664e-05
	16118	 M3M5	    7	     3		 ---> 	 M4M5	    5	     2		7.85249261949E+01 	2.58871E+07    	1.0706044321312159e-07
	16119	 M3M5	    7	     3		 ---> 	 M5M5	    7	     2		7.87623156289E+01 	1.75956E+09    	7.276955451173759e-06
	16120	 M3M5	    7	     3		 ---> 	 M4M4	    3	     1		7.92579613285E+01 	3.47388E+00    	1.4366813295780477e-14
	16121	 M3M5	    7	     3		 ---> 	 M4M5	    5	     1		7.93478279159E+01 	1.78640E+09    	7.387956772134399e-06
	16122	 M3M5	    7	     3		 ---> 	 M4M5	    7	     1		7.94765486709E+01 	2.89864E+10    	0.00011987811810333438
	16123	 M3M5	    7	     3		 ---> 	 M5M5	    9	     1		7.96314263781E+01 	1.88498E+11    	0.000779565089360608
	16124	 M3M5	    7	     3		 ---> 	 M4N1	    3	     1		8.51509851133E+01 	6.13459E-01    	2.5370625691204637e-15
	16125	 M3M5	    7	     3		 ---> 	 M5N1	    5	     1		8.53995994713E+01 	4.21101E+05    	1.7415338024532957e-09
	16126	 M3M4	    3	     4		 ---> 	 M3M4	    1	     2		3.56265351644E-01 	2.47853E-01    	1.0250376454566878e-15
	16127	 M3M4	    3	     4		 ---> 	 M3M4	    5	     4		5.77177520201E-01 	3.70576E-01    	1.532579192112896e-15
	16128	 M3M4	    3	     4		 ---> 	 M3M4	    3	     3		9.85740452568E-01 	5.50384E-05    	2.2762053291952635e-19
	16129	 M3M4	    3	     4		 ---> 	 M3M4	    1	     1		1.10574596095E+00 	9.25721E-02    	3.828474435208816e-16
	16130	 M3M4	    3	     4		 ---> 	 M2M4	    5	     3		3.64261979899E+00 	4.02051E+00    	1.662749332844496e-14
	16131	 M3M4	    3	     4		 ---> 	 M2M4	    3	     2		3.94160556602E+00 	2.63301E+01    	1.088925440024496e-13
	16132	 M3M4	    3	     4		 ---> 	 M3M4	    5	     2		5.25520941382E+00 	1.28797E+01    	5.326615922417119e-14
	16133	 M3M4	    3	     4		 ---> 	 M3M4	    7	     2		5.43095009621E+00 	1.42666E+00    	5.90019167517536e-15
	16134	 M3M4	    3	     4		 ---> 	 M3M5	    3	     1		5.67455710702E+00 	6.89913E-01    	2.8532509071504476e-15
	16135	 M3M4	    3	     4		 ---> 	 M3M4	    5	     1		5.71482830087E+00 	6.23440E-01    	2.5783406683942396e-15
	16136	 M3M4	    3	     4		 ---> 	 M3M5	    7	     1		6.42914178589E+00 	1.83302E+00    	7.58076160012192e-15
	16137	 M3M4	    3	     4		 ---> 	 M3M5	    9	     1		6.90332512552E+00 	7.53753E-11    	3.117271932863088e-25
	16138	 M3M4	    3	     4		 ---> 	 M2N1	    1	     1		7.02046886038E+00 	3.40228E+00    	1.4070699488746879e-14
	16139	 M3M4	    3	     4		 ---> 	 M3N1	    3	     1		9.53385955408E+00 	1.15297E+02    	4.76830078345712e-13
	16140	 M3M4	    3	     4		 ---> 	 M5M5	    1	     3		7.03661343080E+01 	3.04519E+07    	1.259389391118224e-07
	16141	 M3M4	    3	     4		 ---> 	 M4M5	    7	     3		7.55911287826E+01 	3.61151E-01    	1.4936005240780959e-15
	16142	 M3M4	    3	     4		 ---> 	 M4M5	    9	     2		7.55949445730E+01 	6.40319E-04    	2.6481466034350238e-18
	16143	 M3M4	    3	     4		 ---> 	 M4M5	    1	     2		7.57862711088E+01 	3.34673E+09    	1.3840963148234078e-05
	16144	 M3M4	    3	     4		 ---> 	 M4M5	    3	     4		7.58768675647E+01 	9.27637E+10    	0.00038363983745143515
	16145	 M3M4	    3	     4		 ---> 	 M4M4	    1	     1		7.65793914163E+01 	2.93169E+09    	1.2124495627686239e-05
	16146	 M3M4	    3	     4		 ---> 	 M4M5	    3	     3		7.66104360644E+01 	5.14546E+09    	2.1279912703060157e-05
	16147	 M3M4	    3	     4		 ---> 	 M4M5	    5	     4		7.66207753106E+01 	9.98519E+08    	4.129542772142223e-06
	16148	 M3M4	    3	     4		 ---> 	 M5M5	    3	     2		7.68911302834E+01 	4.28726E+08    	1.7730682686352958e-06
	16149	 M3M4	    3	     4		 ---> 	 M5M5	    5	     3		7.69582807361E+01 	2.70966E+08    	1.120625332914336e-06
	16150	 M3M4	    3	     4		 ---> 	 M4M5	    5	     2		7.84791418973E+01 	2.98803E+10    	0.00012357499145678879
	16151	 M3M4	    3	     4		 ---> 	 M5M5	    7	     2		7.87165313312E+01 	3.71618E+02    	1.5368885578521278e-12
	16152	 M3M4	    3	     4		 ---> 	 M4M4	    3	     1		7.92121770308E+01 	1.51889E+10    	6.28162430677744e-05
	16153	 M3M4	    3	     4		 ---> 	 M4M5	    5	     1		7.93020436183E+01 	4.04196E+10    	0.00016716203400524157
	16154	 M3M4	    3	     4		 ---> 	 M4M5	    7	     1		7.94307643733E+01 	2.98248E+01    	1.2334546189966078e-13
	16155	 M3M4	    3	     4		 ---> 	 M5M5	    9	     1		7.95856420805E+01 	1.03844E+00    	4.29464276223424e-15
	16156	 M3M4	    3	     4		 ---> 	 M4N1	    3	     1		8.51052008156E+01 	9.47571E+09    	3.9188387743664153e-05
	16157	 M3M4	    3	     4		 ---> 	 M5N1	    5	     1		8.53538151737E+01 	6.79036E+09    	2.8082672496210557e-05
	16158	 M3M4	    1	     2		 ---> 	 M3M4	    5	     4		2.20912168557E-01 	3.15030E-09    	1.30285939427088e-23
	16159	 M3M4	    1	     2		 ---> 	 M3M4	    3	     3		6.29475100923E-01 	2.24505E-02    	9.2847807609048e-17
	16160	 M3M4	    1	     2		 ---> 	 M3M4	    1	     1		7.49480609302E-01 	1.60564E-02    	6.640393479405439e-17
	16161	 M3M4	    1	     2		 ---> 	 M2M4	    5	     3		3.28635444734E+00 	1.85439E-01    	7.669140818785439e-16
	16162	 M3M4	    1	     2		 ---> 	 M2M4	    3	     2		3.58534021438E+00 	1.22608E+01    	5.0706594487116794e-14
	16163	 M3M4	    1	     2		 ---> 	 M3M4	    5	     2		4.89894406218E+00 	1.25525E+00    	5.191296875404e-15
	16164	 M3M4	    1	     2		 ---> 	 M3M4	    7	     2		5.07468474456E+00 	2.58621E-11    	1.0695705152072158e-25
	16165	 M3M4	    1	     2		 ---> 	 M3M5	    3	     1		5.31829175537E+00 	9.61751E-01    	3.977482542295695e-15
	16166	 M3M4	    1	     2		 ---> 	 M3M4	    5	     1		5.35856294922E+00 	1.93378E-02    	7.997471477170879e-17
	16167	 M3M4	    1	     2		 ---> 	 M3M5	    7	     1		6.07287643424E+00 	1.13121E-13    	4.678308654392159e-28
	16168	 M3M4	    1	     2		 ---> 	 M3M5	    9	     1		6.54705977387E+00 	1.95007E-15    	8.06484150393872e-30
	16169	 M3M4	    1	     2		 ---> 	 M2N1	    1	     1		6.66420350874E+00 	1.77639E-09    	7.34655873849744e-24
	16170	 M3M4	    1	     2		 ---> 	 M3N1	    3	     1		9.17759420243E+00 	1.37099E+02    	5.669959054539039e-13
	16171	 M3M4	    1	     2		 ---> 	 M5M5	    1	     3		7.00098689564E+01 	4.68511E+06    	1.9376058079206557e-08
	16172	 M3M4	    1	     2		 ---> 	 M4M5	    7	     3		7.52348634310E+01 	1.61008E-03    	6.658755843975679e-18
	16173	 M3M4	    1	     2		 ---> 	 M4M5	    9	     2		7.52386792213E+01 	7.76491E-08    	3.211308744934736e-22
	16174	 M3M4	    1	     2		 ---> 	 M4M5	    1	     2		7.54300057571E+01 	8.72798E+10    	0.0003609602493733408
	16175	 M3M4	    1	     2		 ---> 	 M4M5	    3	     4		7.55206022130E+01 	4.21212E+10    	0.00017419928615675518
	16176	 M3M4	    1	     2		 ---> 	 M4M4	    1	     1		7.62231260646E+01 	4.83827E+09    	2.0009476943525917e-05
	16177	 M3M4	    1	     2		 ---> 	 M4M5	    3	     3		7.62541707127E+01 	3.89118E+08    	1.6092627425321278e-06
	16178	 M3M4	    1	     2		 ---> 	 M4M5	    5	     4		7.62645099590E+01 	1.16499E+02    	4.81801150916304e-13
	16179	 M3M4	    1	     2		 ---> 	 M5M5	    3	     2		7.65348649317E+01 	2.89426E+09    	1.196969758582496e-05
	16180	 M3M4	    1	     2		 ---> 	 M5M5	    5	     3		7.66020153844E+01 	1.49458E+01    	6.181086225087679e-14
	16181	 M3M4	    1	     2		 ---> 	 M4M5	    5	     2		7.81228765456E+01 	3.62881E+02    	1.5007552291921758e-12
	16182	 M3M4	    1	     2		 ---> 	 M5M5	    7	     2		7.83602659796E+01 	5.84351E+00    	2.416681553825296e-14
	16183	 M3M4	    1	     2		 ---> 	 M4M4	    3	     1		7.88559116792E+01 	2.97799E+10    	0.00012315977042011038
	16184	 M3M4	    1	     2		 ---> 	 M4M5	    5	     1		7.89457782667E+01 	7.69751E+01    	3.183434344663696e-13
	16185	 M3M4	    1	     2		 ---> 	 M4M5	    7	     1		7.90744990216E+01 	7.67153E-01    	3.1726898799894876e-15
	16186	 M3M4	    1	     2		 ---> 	 M5M5	    9	     1		7.92293767288E+01 	1.19289E-08    	4.9333966378814396e-23
	16187	 M3M4	    1	     2		 ---> 	 M4N1	    3	     1		8.47489354640E+01 	1.60479E+10    	6.63687816186384e-05
	16188	 M3M4	    1	     2		 ---> 	 M5N1	    5	     1		8.49975498220E+01 	4.95978E+00    	2.051200192526688e-14
	16189	 M3M4	    5	     4		 ---> 	 M3M4	    3	     3		4.08562932367E-01 	6.12310E-01    	2.5323106869377597e-15
	16190	 M3M4	    5	     4		 ---> 	 M3M4	    1	     1		5.28568440745E-01 	1.02011E-05    	4.2188359733665596e-20
	16191	 M3M4	    5	     4		 ---> 	 M2M4	    5	     3		3.06544227879E+00 	2.30518E+01    	9.53345845946528e-14
	16192	 M3M4	    5	     4		 ---> 	 M2M4	    3	     2		3.36442804582E+00 	2.93341E+00    	1.2131608976123358e-14
	16193	 M3M4	    5	     4		 ---> 	 M3M4	    5	     2		4.67803189362E+00 	3.38207E+00    	1.3987117644610719e-14
	16194	 M3M4	    5	     4		 ---> 	 M3M4	    7	     2		4.85377257601E+00 	8.40969E+00    	3.477968326637423e-14
	16195	 M3M4	    5	     4		 ---> 	 M3M5	    3	     1		5.09737958682E+00 	3.42534E-03    	1.416606798581664e-17
	16196	 M3M4	    5	     4		 ---> 	 M3M4	    5	     1		5.13765078067E+00 	2.88806E-02    	1.1944056446109758e-16
	16197	 M3M4	    5	     4		 ---> 	 M3M5	    7	     1		5.85196426569E+00 	6.08678E+00    	2.5172899418658877e-14
	16198	 M3M4	    5	     4		 ---> 	 M3M5	    9	     1		6.32614760531E+00 	4.08537E+00    	1.689573273520752e-14
	16199	 M3M4	    5	     4		 ---> 	 M2N1	    1	     1		6.44329134018E+00 	1.16762E+00    	4.8288883152035196e-15
	16200	 M3M4	    5	     4		 ---> 	 M3N1	    3	     1		8.95668203387E+00 	2.21846E+00    	9.174813356868159e-15
	16201	 M3M4	    5	     4		 ---> 	 M5M5	    1	     3		6.97889567878E+01 	3.27054E+01    	1.3525866626475838e-13
	16202	 M3M4	    5	     4		 ---> 	 M4M5	    7	     3		7.50139512624E+01 	2.95775E+07    	1.2232271127844e-07
	16203	 M3M4	    5	     4		 ---> 	 M4M5	    9	     2		7.50177670528E+01 	4.85575E-01    	2.0081768414852e-15
	16204	 M3M4	    5	     4		 ---> 	 M4M5	    1	     2		7.52090935886E+01 	1.88311E+00    	7.787917195014559e-15
	16205	 M3M4	    5	     4		 ---> 	 M4M5	    3	     4		7.52996900445E+01 	3.97230E+08    	1.6428112788820798e-06
	16206	 M3M4	    5	     4		 ---> 	 M4M4	    1	     1		7.60022138961E+01 	7.15666E+01    	2.9597567573255355e-13
	16207	 M3M4	    5	     4		 ---> 	 M4M5	    3	     3		7.60332585442E+01 	8.08455E+09    	3.3435012271696796e-05
	16208	 M3M4	    5	     4		 ---> 	 M4M5	    5	     4		7.60435977904E+01 	8.77073E+10    	0.00036272824731338075
	16209	 M3M4	    5	     4		 ---> 	 M5M5	    3	     2		7.63139527632E+01 	6.99738E+07    	2.893883842263648e-07
	16210	 M3M4	    5	     4		 ---> 	 M5M5	    5	     3		7.63811032158E+01 	1.65790E+10    	6.856523473198399e-05
	16211	 M3M4	    5	     4		 ---> 	 M4M5	    5	     2		7.79019643771E+01 	2.09924E+09    	8.68175905415104e-06
	16212	 M3M4	    5	     4		 ---> 	 M5M5	    7	     2		7.81393538110E+01 	6.60453E+09    	2.7314141368262877e-05
	16213	 M3M4	    5	     4		 ---> 	 M4M4	    3	     1		7.86349995106E+01 	1.17020E+09    	4.8395583378592e-06
	16214	 M3M4	    5	     4		 ---> 	 M4M5	    5	     1		7.87248660981E+01 	1.58808E+10    	6.56777115466368e-05
	16215	 M3M4	    5	     4		 ---> 	 M4M5	    7	     1		7.88535868531E+01 	4.72312E+10    	0.0001953325480833152
	16216	 M3M4	    5	     4		 ---> 	 M5M5	    9	     1		7.90084645603E+01 	2.61866E+02    	1.0829907568807358e-12
	16217	 M3M4	    5	     4		 ---> 	 M4N1	    3	     1		8.45280232954E+01 	7.50354E+07    	3.1032147983643837e-07
	16218	 M3M4	    5	     4		 ---> 	 M5N1	    5	     1		8.47766376535E+01 	7.48582E+07    	3.0958863952070715e-07
	16219	 M3M4	    3	     3		 ---> 	 M3M4	    1	     1		1.20005508378E-01 	2.00346E-02    	8.285644802228159e-17
	16220	 M3M4	    3	     3		 ---> 	 M2M4	    5	     3		2.65687934642E+00 	4.94610E+00    	2.0455425991185598e-14
	16221	 M3M4	    3	     3		 ---> 	 M2M4	    3	     2		2.95586511345E+00 	7.09014E+00    	2.932246295811744e-14
	16222	 M3M4	    3	     3		 ---> 	 M3M4	    5	     2		4.26946896126E+00 	1.28951E+00    	5.332984850668959e-15
	16223	 M3M4	    3	     3		 ---> 	 M3M4	    7	     2		4.44520964364E+00 	5.74439E-01    	2.3756888156225438e-15
	16224	 M3M4	    3	     3		 ---> 	 M3M5	    3	     1		4.68881665445E+00 	6.45546E-01    	2.6697637384820154e-15
	16225	 M3M4	    3	     3		 ---> 	 M3M4	    5	     1		4.72908784830E+00 	5.13699E+00    	2.1244883597675038e-14
	16226	 M3M4	    3	     3		 ---> 	 M3M5	    7	     1		5.44340133332E+00 	9.37510E-01    	3.877229821676959e-15
	16227	 M3M4	    3	     3		 ---> 	 M3M5	    9	     1		5.91758467295E+00 	6.59979E-12    	2.7294538303383837e-26
	16228	 M3M4	    3	     3		 ---> 	 M2N1	    1	     1		6.03472840782E+00 	3.62646E-03    	1.499783347283616e-17
	16229	 M3M4	    3	     3		 ---> 	 M3N1	    3	     1		8.54811910151E+00 	2.42787E+00    	1.0040863529087518e-14
	16230	 M3M4	    3	     3		 ---> 	 M5M5	    1	     3		6.93803938554E+01 	9.16771E+06    	3.791460209329616e-08
	16231	 M3M4	    3	     3		 ---> 	 M4M5	    7	     3		7.46053883301E+01 	2.35880E-02    	9.7552129613248e-17
	16232	 M3M4	    3	     3		 ---> 	 M4M5	    9	     2		7.46092041204E+01 	8.33913E-02    	3.4487870553744475e-16
	16233	 M3M4	    3	     3		 ---> 	 M4M5	    1	     2		7.48005306562E+01 	2.53424E+08    	1.0480774501911039e-06
	16234	 M3M4	    3	     3		 ---> 	 M4M5	    3	     4		7.48911271121E+01 	3.80526E+09    	1.5737290856880957e-05
	16235	 M3M4	    3	     3		 ---> 	 M4M4	    1	     1		7.55936509637E+01 	4.00000E+10    	0.00016542670783999998
	16236	 M3M4	    3	     3		 ---> 	 M4M5	    3	     3		7.56246956118E+01 	3.06270E+10    	0.000126663094525392
	16237	 M3M4	    3	     3		 ---> 	 M4M5	    5	     4		7.56350348580E+01 	4.21163E+10    	0.00017417902138504478
	16238	 M3M4	    3	     3		 ---> 	 M5M5	    3	     2		7.59053898308E+01 	7.70893E+07    	3.188157277172528e-07
	16239	 M3M4	    3	     3		 ---> 	 M5M5	    5	     3		7.59725402835E+01 	2.58985E+10    	0.00010710758982485599
	16240	 M3M4	    3	     3		 ---> 	 M4M5	    5	     2		7.74934014447E+01 	1.96053E+09    	8.10810058803888e-06
	16241	 M3M4	    3	     3		 ---> 	 M5M5	    7	     2		7.77307908787E+01 	2.76914E+01    	1.145224284370144e-13
	16242	 M3M4	    3	     3		 ---> 	 M4M4	    3	     1		7.82264365783E+01 	5.48113E+09    	2.2668132278576476e-05
	16243	 M3M4	    3	     3		 ---> 	 M4M5	    5	     1		7.83163031657E+01 	1.46652E+10    	6.0650393895379195e-05
	16244	 M3M4	    3	     3		 ---> 	 M4M5	    7	     1		7.84450239207E+01 	2.33894E+02    	9.673078600882239e-13
	16245	 M3M4	    3	     3		 ---> 	 M5M5	    9	     1		7.85999016279E+01 	3.28220E+00    	1.35740885118112e-14
	16246	 M3M4	    3	     3		 ---> 	 M4N1	    3	     1		8.41194603631E+01 	2.15763E+08    	8.923240690920479e-07
	16247	 M3M4	    3	     3		 ---> 	 M5N1	    5	     1		8.43680747211E+01 	4.46997E+08    	1.8486310531089118e-06
	16248	 M3M4	    1	     1		 ---> 	 M2M4	    5	     3		2.53687383804E+00 	2.18144E-02    	9.02171093876224e-17
	16249	 M3M4	    1	     1		 ---> 	 M2M4	    3	     2		2.83585960507E+00 	3.74386E+00    	1.548336086034656e-14
	16250	 M3M4	    1	     1		 ---> 	 M3M4	    5	     2		4.14946345288E+00 	8.18368E-02    	3.384498101040128e-16
	16251	 M3M4	    1	     1		 ---> 	 M3M4	    7	     2		4.32520413526E+00 	1.93246E-14    	7.992012395812159e-29
	16252	 M3M4	    1	     1		 ---> 	 M3M5	    3	     1		4.56881114607E+00 	1.91754E+00    	7.930308233787839e-15
	16253	 M3M4	    1	     1		 ---> 	 M3M4	    5	     1		4.60908233992E+00 	5.79794E-01    	2.3978353161346238e-15
	16254	 M3M4	    1	     1		 ---> 	 M3M5	    7	     1		5.32339582494E+00 	3.31065E-12    	1.3691748257762398e-26
	16255	 M3M4	    1	     1		 ---> 	 M3M5	    9	     1		5.79757916457E+00 	5.44170E-14    	2.25050629013232e-28
	16256	 M3M4	    1	     1		 ---> 	 M2N1	    1	     1		5.91472289944E+00 	1.96378E-08    	8.121541508050879e-23
	16257	 M3M4	    1	     1		 ---> 	 M3N1	    3	     1		8.42811359313E+00 	5.55269E-02    	2.2964080658902236e-16
	16258	 M3M4	    1	     1		 ---> 	 M5M5	    1	     3		6.92603883471E+01 	2.71677E+06    	1.1235657926461919e-08
	16259	 M3M4	    1	     1		 ---> 	 M4M5	    7	     3		7.44853828217E+01 	1.27042E-02    	5.2540349543523195e-17
	16260	 M3M4	    1	     1		 ---> 	 M4M5	    9	     2		7.44891986120E+01 	7.42385E-09    	3.07025766249496e-23
	16261	 M3M4	    1	     1		 ---> 	 M4M5	    1	     2		7.46805251478E+01 	1.49541E+08    	6.184518829275359e-07
	16262	 M3M4	    1	     1		 ---> 	 M4M5	    3	     4		7.47711216037E+01 	8.80007E+08    	3.6394165221538714e-06
	16263	 M3M4	    1	     1		 ---> 	 M4M4	    1	     1		7.54736454553E+01 	1.72916E+10    	7.151231153215359e-05
	16264	 M3M4	    1	     1		 ---> 	 M4M5	    3	     3		7.55046901034E+01 	1.21816E+11    	0.000503790496055936
	16265	 M3M4	    1	     1		 ---> 	 M4M5	    5	     4		7.55150293497E+01 	2.28862E+02    	9.464971802419518e-13
	16266	 M3M4	    1	     1		 ---> 	 M5M5	    3	     2		7.57853843224E+01 	1.07847E+10    	4.4601935401051194e-05
	16267	 M3M4	    1	     1		 ---> 	 M5M5	    5	     3		7.58525347751E+01 	1.88495E+01    	7.795526823575199e-14
	16268	 M3M4	    1	     1		 ---> 	 M4M5	    5	     2		7.73733959363E+01 	1.98104E-01    	8.192923132483839e-16
	16269	 M3M4	    1	     1		 ---> 	 M5M5	    7	     2		7.76107853703E+01 	1.93181E-01    	7.989324211809759e-16
	16270	 M3M4	    1	     1		 ---> 	 M4M4	    3	     1		7.81064310699E+01 	5.68290E+09    	2.3502585949598398e-05
	16271	 M3M4	    1	     1		 ---> 	 M4M5	    5	     1		7.81962976574E+01 	1.88041E+02    	7.776750892235359e-13
	16272	 M3M4	    1	     1		 ---> 	 M4M5	    7	     1		7.83250184123E+01 	5.80546E+00    	2.4009453382420156e-14
	16273	 M3M4	    1	     1		 ---> 	 M5M5	    9	     1		7.84798961195E+01 	9.05714E-09    	3.7457321316149436e-23
	16274	 M3M4	    1	     1		 ---> 	 M4N1	    3	     1		8.39994548547E+01 	8.32518E+07    	3.4430177989385277e-07
	16275	 M3M4	    1	     1		 ---> 	 M5N1	    5	     1		8.42480692127E+01 	3.48834E+00    	1.4426615050664638e-14
	16276	 M2M4	    5	     3		 ---> 	 M2M4	    3	     2		2.98985767032E-01 	1.40813E-01    	5.823557752768479e-16
	16277	 M2M4	    5	     3		 ---> 	 M3M4	    5	     2		1.61258961484E+00 	1.13189E+01    	4.681120908425439e-14
	16278	 M2M4	    5	     3		 ---> 	 M3M4	    7	     2		1.78833029722E+00 	5.07762E+01    	2.0999349006563518e-13
