# Atomic number Z= 29  Date:21-11-2022

# Register Shelli	2Ji		Eigi	 ---> 	 Shellf		2Jf		Eigf	Energy(eV)			Rate(s-1)		Width(eV)
	234	 K1L1	    1	     2		 ---> 	 L1M3	    3	     2		8.95792141760E+03 	2.38434E+14    	0.9860837914280639
	235	 K1L1	    1	     2		 ---> 	 L1M3	    3	     1		8.95830629088E+03 	1.25493E+14    	0.518997346174128
	236	 K1L1	    1	     2		 ---> 	 L1M3	    5	     1		8.95895509886E+03 	2.51688E+10    	0.0001040897931070848
	237	 K1L1	    1	     2		 ---> 	 L1M5	    5	     3		9.03420101617E+03 	7.96334E+13    	0.3293372799026464
	238	 K1L1	    1	     2		 ---> 	 L1M5	    3	     3		9.03422009196E+03 	5.29399E+13    	0.21894183425947036
	239	 K1L1	    1	     2		 ---> 	 L1M4	    3	     2		9.03619631645E+03 	1.35847E+11    	0.0005618180494985119
	240	 K1L1	    1	     2		 ---> 	 L1M5	    5	     2		9.03644309465E+03 	3.62798E+10    	0.00015004119687734077
	241	 K1L1	    1	     2		 ---> 	 L1M4	    1	     1		9.03668190938E+03 	5.08960E+08    	2.1048894305561597e-06
	242	 K1L1	    1	     2		 ---> 	 L1M4	    3	     1		9.03676883623E+03 	1.36548E+11    	0.0005647171525534079
	243	 K1L1	    1	     2		 ---> 	 L1M5	    5	     1		9.03689309565E+03 	2.31013E+11    	0.0009553930014560479
	244	 K1L1	    1	     2		 ---> 	 L1M5	    7	     1		9.03703651371E+03 	3.34461E+09    	1.3832195532718559e-05
	245	 K1L1	    1	     2		 ---> 	 L1N1	    1	     1		9.04594882965E+03 	7.29810E+09    	3.0182516412177597e-05
	246	 K1L1	    1	     2		 ---> 	 L2M1	    1	     3		9.05592514255E+03 	6.24481E+10    	0.0002582645898465776
	247	 K1L1	    1	     2		 ---> 	 L2M1	    3	     3		9.05610354707E+03 	2.14979E+07    	8.89081705618384e-08
	248	 K1L1	    1	     2		 ---> 	 L2M1	    1	     2		9.05705183227E+03 	1.54891E+10    	6.40577705101136e-05
	249	 K1L1	    1	     2		 ---> 	 L3M1	    3	     2		9.07535137839E+03 	5.12754E+10    	0.00021205801537947837
	250	 K1L1	    1	     2		 ---> 	 L3M1	    1	     1		9.07541821538E+03 	3.46618E+07    	1.433496865452128e-07
	251	 K1L1	    1	     2		 ---> 	 L3M1	    3	     1		9.07706109963E+03 	9.96254E+10    	0.00041201754848107835
	252	 K1L1	    1	     2		 ---> 	 L3M1	    5	     1		9.07721926818E+03 	1.74158E+05    	7.202596145999679e-10
	253	 K1L1	    1	     2		 ---> 	 L2M2	    1	     6		0                 	0.00000E+00    	0.0            
	254	 K1L1	    1	     2		 ---> 	 L2M3	    3	     7		0                 	0.00000E+00    	0.0            
	255	 K1L1	    1	     2		 ---> 	 L2M3	    5	     4		0                 	0.00000E+00    	0.0            
	256	 K1L1	    1	     2		 ---> 	 L2M3	    1	     5		0                 	0.00000E+00    	0.0            
	257	 K1L1	    1	     2		 ---> 	 L2M3	    3	     6		0                 	0.00000E+00    	0.0            
	258	 K1L1	    1	     2		 ---> 	 L2M2	    3	     4		0                 	0.00000E+00    	0.0            
	259	 K1L1	    1	     2		 ---> 	 L2M2	    3	     5		0                 	0.00000E+00    	0.0            
	260	 K1L1	    1	     2		 ---> 	 L2M2	    1	     4		0                 	0.00000E+00    	0.0            
	261	 K1L1	    1	     2		 ---> 	 L3M2	    5	     3		0                 	0.00000E+00    	0.0            
	262	 K1L1	    1	     2		 ---> 	 L3M2	    1	     2		0                 	0.00000E+00    	0.0            
	263	 K1L1	    1	     2		 ---> 	 L3M2	    3	     3		0                 	0.00000E+00    	0.0            
	264	 K1L1	    1	     2		 ---> 	 L3M2	    3	     2		0                 	0.00000E+00    	0.0            
	265	 K1L1	    1	     2		 ---> 	 L3M2	    5	     2		0                 	0.00000E+00    	0.0            
	266	 K1L1	    1	     2		 ---> 	 L3M3	    1	     3		0                 	0.00000E+00    	0.0            
	267	 K1L1	    1	     2		 ---> 	 L3M3	    5	     1		0                 	0.00000E+00    	0.0            
	268	 K1L1	    1	     2		 ---> 	 L3M3	    7	     1		0                 	0.00000E+00    	0.0            
	269	 K1L1	    1	     2		 ---> 	 L3M3	    1	     1		0                 	0.00000E+00    	0.0            
	270	 K1L1	    1	     2		 ---> 	 L3M3	    3	     1		0                 	0.00000E+00    	0.0            
	271	 K1L1	    1	     2		 ---> 	 L2M4	    3	     7		0                 	0.00000E+00    	0.0            
	272	 K1L1	    1	     2		 ---> 	 L2M4	    1	     4		0                 	0.00000E+00    	0.0            
	273	 K1L1	    1	     2		 ---> 	 L2M5	    5	     7		0                 	0.00000E+00    	0.0            
	274	 K1L1	    1	     2		 ---> 	 L2M5	    7	     4		0                 	0.00000E+00    	0.0            
	275	 K1L1	    1	     2		 ---> 	 L2M5	    3	     6		0                 	0.00000E+00    	0.0            
	276	 K1L1	    1	     2		 ---> 	 L2M5	    5	     6		0                 	0.00000E+00    	0.0            
	277	 K1L1	    1	     2		 ---> 	 L2M4	    5	     5		0                 	0.00000E+00    	0.0            
	278	 K1L1	    1	     2		 ---> 	 L2M4	    3	     5		0                 	0.00000E+00    	0.0            
	279	 K1L1	    1	     2		 ---> 	 L2N1	    1	     1		9.19332220746E+03 	1.89209E+12    	0.007825055490924639
	280	 K1L1	    1	     2		 ---> 	 L3M5	    1	     3		0                 	0.00000E+00    	0.0            
	281	 K1L1	    1	     2		 ---> 	 L3M5	    3	     4		0                 	0.00000E+00    	0.0            
	282	 K1L1	    1	     2		 ---> 	 L3M5	    5	     4		0                 	0.00000E+00    	0.0            
	283	 K1L1	    1	     2		 ---> 	 L3M4	    7	     3		0                 	0.00000E+00    	0.0            
	284	 K1L1	    1	     2		 ---> 	 L3M4	    1	     2		0                 	0.00000E+00    	0.0            
	285	 K1L1	    1	     2		 ---> 	 L3M4	    3	     3		0                 	0.00000E+00    	0.0            
	286	 K1L1	    1	     2		 ---> 	 L3M4	    1	     1		0                 	0.00000E+00    	0.0            
	287	 K1L1	    1	     2		 ---> 	 L3M4	    3	     2		0                 	0.00000E+00    	0.0            
	288	 K1L1	    1	     2		 ---> 	 L3M4	    5	     3		0                 	0.00000E+00    	0.0            
	289	 K1L1	    1	     2		 ---> 	 L3M4	    5	     2		0                 	0.00000E+00    	0.0            
	290	 K1L1	    1	     2		 ---> 	 L3M5	    7	     2		0                 	0.00000E+00    	0.0            
	291	 K1L1	    1	     2		 ---> 	 L3M5	    7	     1		0                 	0.00000E+00    	0.0            
	292	 K1L1	    1	     2		 ---> 	 L3M5	    5	     1		0                 	0.00000E+00    	0.0            
	293	 K1L1	    1	     2		 ---> 	 L3M5	    3	     1		0                 	0.00000E+00    	0.0            
	294	 K1L1	    1	     2		 ---> 	 L3M5	    9	     1		0                 	0.00000E+00    	0.0            
	295	 K1L1	    1	     2		 ---> 	 L3N1	    3	     1		9.21338969726E+03 	3.82884E+12    	0.015834809901152637
	296	 K1L1	    1	     2		 ---> 	 M1M1	    1	     1		9.88363380751E+03 	1.43519E+05    	5.935468920622239e-10
	297	 K1L1	    1	     2		 ---> 	 M1M3	    3	     3		9.92439626500E+03 	5.72102E+10    	0.00023660237602169917
	298	 K1L1	    1	     2		 ---> 	 M1M3	    1	     3		9.92455605596E+03 	1.10063E+11    	0.00045518399362484794
	299	 K1L1	    1	     2		 ---> 	 M1M2	    1	     2		9.93808445321E+03 	1.09744E+10    	4.53864715629824e-05
	300	 K1L1	    1	     2		 ---> 	 M1M2	    1	     1		9.93898034410E+03 	3.88482E+09    	1.6066324578774717e-05
	301	 K1L1	    1	     2		 ---> 	 M1M2	    3	     2		9.93916842023E+03 	1.93531E+10    	8.003799048745759e-05
	302	 K1L1	    1	     2		 ---> 	 M1M3	    3	     1		9.94046938689E+03 	2.34742E+10    	9.708149062944319e-05
	303	 K1L1	    1	     2		 ---> 	 M1M3	    5	     1		9.94090236853E+03 	4.34827E+06    	1.7982999772485918e-08
	304	 K1L1	    1	     2		 ---> 	 M2M2	    1	     3		0                 	0.00000E+00    	0.0            
	305	 K1L1	    1	     2		 ---> 	 M2M3	    3	     3		0                 	0.00000E+00    	0.0            
	306	 K1L1	    1	     2		 ---> 	 M2M3	    5	     2		0                 	0.00000E+00    	0.0            
	307	 K1L1	    1	     2		 ---> 	 M2M3	    1	     2		0                 	0.00000E+00    	0.0            
	308	 K1L1	    1	     2		 ---> 	 M2M3	    3	     2		0                 	0.00000E+00    	0.0            
	309	 K1L1	    1	     2		 ---> 	 M2M3	    1	     1		0                 	0.00000E+00    	0.0            
	310	 K1L1	    1	     2		 ---> 	 M3M3	    3	     1		0                 	0.00000E+00    	0.0            
	311	 K1L1	    1	     2		 ---> 	 M3M3	    5	     1		0                 	0.00000E+00    	0.0            
	312	 K1L1	    1	     2		 ---> 	 M1M5	    5	     3		1.00076682881E+04 	3.62033E+10    	0.00014972481829859678
	313	 K1L1	    1	     2		 ---> 	 M1M5	    3	     3		1.00076730882E+04 	2.46201E+10    	0.00010182055224228959
	314	 K1L1	    1	     2		 ---> 	 M1M4	    3	     2		1.00126768659E+04 	2.35596E+09    	9.74346766506816e-06
	315	 K1L1	    1	     2		 ---> 	 M1M5	    5	     2		1.00128647683E+04 	3.79411E+09    	1.569117816207056e-05
	316	 K1L1	    1	     2		 ---> 	 M1M4	    1	     1		1.00132315165E+04 	1.00997E+05    	4.1769003029291196e-10
	317	 K1L1	    1	     2		 ---> 	 M1M4	    3	     1		1.00132925149E+04 	2.54107E+06    	1.0509021112274719e-08
	318	 K1L1	    1	     2		 ---> 	 M1M5	    5	     1		1.00133882782E+04 	5.84428E+06    	2.4170000002378876e-08
	319	 K1L1	    1	     2		 ---> 	 M1M5	    7	     1		1.00135112429E+04 	6.57168E+05    	2.7178284684449277e-09
	320	 K1L1	    1	     2		 ---> 	 M1N1	    1	     1		1.00201772730E+04 	3.25566E+07    	1.3464327891159359e-07
	321	 K1L1	    1	     2		 ---> 	 M2M5	    5	     7		0                 	0.00000E+00    	0.0            
	322	 K1L1	    1	     2		 ---> 	 M2M5	    7	     4		0                 	0.00000E+00    	0.0            
	323	 K1L1	    1	     2		 ---> 	 M2M4	    3	     7		0                 	0.00000E+00    	0.0            
	324	 K1L1	    1	     2		 ---> 	 M2M4	    1	     4		0                 	0.00000E+00    	0.0            
	325	 K1L1	    1	     2		 ---> 	 M2M5	    3	     6		0                 	0.00000E+00    	0.0            
	326	 K1L1	    1	     2		 ---> 	 M2M5	    5	     6		0                 	0.00000E+00    	0.0            
	327	 K1L1	    1	     2		 ---> 	 M2M4	    3	     5		0                 	0.00000E+00    	0.0            
	328	 K1L1	    1	     2		 ---> 	 M2M4	    1	     3		0                 	0.00000E+00    	0.0            
	329	 K1L1	    1	     2		 ---> 	 M3M5	    5	     5		0                 	0.00000E+00    	0.0            
	330	 K1L1	    1	     2		 ---> 	 M3M5	    7	     3		0                 	0.00000E+00    	0.0            
	331	 K1L1	    1	     2		 ---> 	 M3M4	    3	     4		0                 	0.00000E+00    	0.0            
	332	 K1L1	    1	     2		 ---> 	 M3M4	    1	     2		0                 	0.00000E+00    	0.0            
	333	 K1L1	    1	     2		 ---> 	 M3M4	    5	     4		0                 	0.00000E+00    	0.0            
	334	 K1L1	    1	     2		 ---> 	 M3M4	    3	     3		0                 	0.00000E+00    	0.0            
	335	 K1L1	    1	     2		 ---> 	 M3M4	    1	     1		0                 	0.00000E+00    	0.0            
	336	 K1L1	    1	     2		 ---> 	 M2M4	    5	     3		0                 	0.00000E+00    	0.0            
	337	 K1L1	    1	     2		 ---> 	 M2M4	    3	     2		0                 	0.00000E+00    	0.0            
	338	 K1L1	    1	     2		 ---> 	 M3M4	    5	     2		0                 	0.00000E+00    	0.0            
	339	 K1L1	    1	     2		 ---> 	 M3M4	    7	     2		0                 	0.00000E+00    	0.0            
	340	 K1L1	    1	     2		 ---> 	 M3M5	    3	     1		0                 	0.00000E+00    	0.0            
	341	 K1L1	    1	     2		 ---> 	 M3M4	    5	     1		0                 	0.00000E+00    	0.0            
	342	 K1L1	    1	     2		 ---> 	 M3M5	    7	     1		0                 	0.00000E+00    	0.0            
	343	 K1L1	    1	     2		 ---> 	 M3M5	    9	     1		0                 	0.00000E+00    	0.0            
	344	 K1L1	    1	     2		 ---> 	 M2N1	    1	     1		1.00664809069E+04 	8.22732E+11    	0.003402546154865472
	345	 K1L1	    1	     2		 ---> 	 M3N1	    3	     1		1.00689942976E+04 	1.47753E+12    	0.00611057309087088
	346	 K1L1	    1	     2		 ---> 	 M5M5	    1	     3		0                 	0.00000E+00    	0.0            
	347	 K1L1	    1	     2		 ---> 	 M4M5	    7	     3		0                 	0.00000E+00    	0.0            
	348	 K1L1	    1	     2		 ---> 	 M4M5	    9	     2		0                 	0.00000E+00    	0.0            
	349	 K1L1	    1	     2		 ---> 	 M4M5	    1	     2		0                 	0.00000E+00    	0.0            
	350	 K1L1	    1	     2		 ---> 	 M4M5	    3	     4		0                 	0.00000E+00    	0.0            
	351	 K1L1	    1	     2		 ---> 	 M4M4	    1	     1		0                 	0.00000E+00    	0.0            
	352	 K1L1	    1	     2		 ---> 	 M4M5	    3	     3		0                 	0.00000E+00    	0.0            
	353	 K1L1	    1	     2		 ---> 	 M4M5	    5	     4		0                 	0.00000E+00    	0.0            
	354	 K1L1	    1	     2		 ---> 	 M5M5	    3	     2		0                 	0.00000E+00    	0.0            
	355	 K1L1	    1	     2		 ---> 	 M5M5	    5	     3		0                 	0.00000E+00    	0.0            
	356	 K1L1	    1	     2		 ---> 	 M4M5	    5	     2		0                 	0.00000E+00    	0.0            
	357	 K1L1	    1	     2		 ---> 	 M5M5	    7	     2		0                 	0.00000E+00    	0.0            
	358	 K1L1	    1	     2		 ---> 	 M4M4	    3	     1		0                 	0.00000E+00    	0.0            
	359	 K1L1	    1	     2		 ---> 	 M4M5	    5	     1		0                 	0.00000E+00    	0.0            
	360	 K1L1	    1	     2		 ---> 	 M4M5	    7	     1		0                 	0.00000E+00    	0.0            
	361	 K1L1	    1	     2		 ---> 	 M5M5	    9	     1		0                 	0.00000E+00    	0.0            
	362	 K1L1	    1	     2		 ---> 	 M4N1	    3	     1		1.01445656389E+04 	1.38263E+11    	0.000571809822652048
	363	 K1L1	    1	     2		 ---> 	 M5N1	    5	     1		1.01448142532E+04 	1.98814E+11    	0.0008222286373125439
	364	 K1L1	    1	     1		 ---> 	 K1L1	    3	     1		2.08533540804E-01 	2.66718E-05    	1.103057016541728e-19
	365	 K1L1	    1	     1		 ---> 	 K1L2	    1	     3		1.15310589919E+02 	3.85386E+09    	1.5938284306906558e-05
	366	 K1L1	    1	     1		 ---> 	 K1L2	    3	     3		1.15746349550E+02 	1.28836E+09    	5.3282288328185596e-06
	367	 K1L1	    1	     1		 ---> 	 K1L2	    1	     2		1.23970229586E+02 	9.44922E+09    	3.9078833906397115e-05
	368	 K1L1	    1	     1		 ---> 	 K1L3	    1	     1		1.38929958783E+02 	1.95452E+10    	8.083245225185919e-05
	369	 K1L1	    1	     1		 ---> 	 K1L3	    3	     2		1.39065551228E+02 	1.05378E+10    	4.3580839046908794e-05
	370	 K1L1	    1	     1		 ---> 	 K1L3	    3	     1		1.48764414948E+02 	8.20135E+10    	0.000339180582585896
	371	 K1L1	    1	     1		 ---> 	 K1L3	    5	     1		1.48985177945E+02 	3.11649E+02    	1.2888767017907038e-12
	372	 K1L1	    1	     1		 ---> 	 K1M1	    1	     2		1.02209279746E+03 	3.65395E+04    	1.5111522977799198e-10
	373	 K1L1	    1	     1		 ---> 	 K1M1	    1	     1		1.02365174142E+03 	9.75316E+05    	4.033582874591936e-09
	374	 K1L1	    1	     1		 ---> 	 K1M1	    3	     1		1.02384401180E+03 	1.71508E+04    	7.093000952055679e-11
	375	 K1L1	    1	     1		 ---> 	 K1M2	    3	     3		1.06775080889E+03 	4.46238E+11    	0.0018454920813276478
	376	 K1L1	    1	     1		 ---> 	 K1M2	    1	     3		1.06782800761E+03 	7.21567E+11    	0.0029841613323996316
	377	 K1L1	    1	     1		 ---> 	 K1M2	    1	     2		1.06863324852E+03 	8.28506E+11    	0.003426425500142176
	378	 K1L1	    1	     1		 ---> 	 K1M3	    1	     1		1.07051841707E+03 	1.45238E+12    	0.006006561048316479
	379	 K1L1	    1	     1		 ---> 	 K1M3	    3	     2		1.07083773411E+03 	1.26193E+12    	0.00521892313561328
	380	 K1L1	    1	     1		 ---> 	 K1M3	    3	     1		1.07127086599E+03 	7.52052E+11    	0.003110237162112192
	381	 K1L1	    1	     1		 ---> 	 K1M3	    5	     1		1.07211708627E+03 	1.65997E+06    	6.8650843053291195e-09
	382	 K1L1	    1	     1		 ---> 	 K1M4	    3	     3		1.15237272504E+03 	4.51927E+10    	0.00018690198948501918
	383	 K1L1	    1	     1		 ---> 	 K1M4	    5	     3		1.15245091709E+03 	5.84001E+10    	0.00024152340701316959
	384	 K1L1	    1	     1		 ---> 	 K1M4	    5	     2		1.15256707766E+03 	3.05420E+10    	0.00012631156277123198
	385	 K1L1	    1	     1		 ---> 	 K1M4	    3	     2		1.15268937348E+03 	1.44888E+10    	5.992086211380479e-05
	386	 K1L1	    1	     1		 ---> 	 K1M4	    1	     1		1.15280616719E+03 	5.54230E+02    	2.2921111071540798e-12
	387	 K1L1	    1	     1		 ---> 	 K1M5	    3	     1		1.15296103035E+03 	3.18960E+09    	1.31911256831616e-05
	388	 K1L1	    1	     1		 ---> 	 K1M5	    5	     1		1.15307662402E+03 	1.92991E+09    	7.981466443187359e-06
	389	 K1L1	    1	     1		 ---> 	 K1M5	    7	     1		1.15318634663E+03 	3.15402E+04    	1.304397862653792e-10
	390	 K1L1	    1	     1		 ---> 	 K1N1	    1	     1		1.16177598567E+03 	1.33674E+08    	5.528312435951039e-07
	391	 K1L1	    1	     1		 ---> 	 L1L1	    1	     1		7.89554816563E+03 	4.50141E+08    	1.8616335923451358e-06
	392	 K1L1	    1	     1		 ---> 	 L1L2	    1	     3		8.02799429881E+03 	1.27406E+13    	0.052690887847657596
	393	 K1L1	    1	     1		 ---> 	 L1L2	    3	     3		8.02804221644E+03 	7.26923E+12    	0.030063119685794077
	394	 K1L1	    1	     1		 ---> 	 L1L2	    1	     2		8.05953413225E+03 	1.09522E+14    	0.45294659740131193
	395	 K1L1	    1	     1		 ---> 	 L1L3	    1	     1		8.06886163501E+03 	1.95571E+14    	0.8088166669744159
	396	 K1L1	    1	     1		 ---> 	 L1L3	    3	     2		8.06894819864E+03 	1.02800E+14    	0.42514663914879997
	397	 K1L1	    1	     1		 ---> 	 L1L3	    3	     1		8.08017182453E+03 	5.15276E+14    	2.131010307724096
	398	 K1L1	    1	     1		 ---> 	 L1L3	    5	     1		8.08037989747E+03 	5.93397E+09    	2.454092803803312e-05
	399	 K1L1	    1	     1		 ---> 	 L2L2	    1	     3		0                 	0.00000E+00    	0.0            
	400	 K1L1	    1	     1		 ---> 	 L2L3	    3	     3		0                 	0.00000E+00    	0.0            
	401	 K1L1	    1	     1		 ---> 	 L2L3	    5	     2		0                 	0.00000E+00    	0.0            
	402	 K1L1	    1	     1		 ---> 	 L2L3	    1	     2		0                 	0.00000E+00    	0.0            
	403	 K1L1	    1	     1		 ---> 	 L2L3	    3	     2		0                 	0.00000E+00    	0.0            
	404	 K1L1	    1	     1		 ---> 	 L3L3	    1	     1		0                 	0.00000E+00    	0.0            
	405	 K1L1	    1	     1		 ---> 	 L3L3	    3	     1		0                 	0.00000E+00    	0.0            
	406	 K1L1	    1	     1		 ---> 	 L3L3	    5	     1		0                 	0.00000E+00    	0.0            
	407	 K1L1	    1	     1		 ---> 	 L1M1	    1	     2		8.90652592497E+03 	1.21781E+07    	5.0364574768657595e-08
	408	 K1L1	    1	     1		 ---> 	 L1M1	    1	     1		8.90757125961E+03 	1.26282E+07    	5.22260387986272e-08
	409	 K1L1	    1	     1		 ---> 	 L1M1	    3	     1		8.90776777788E+03 	8.16565E+05    	3.3770414921842394e-09
	410	 K1L1	    1	     1		 ---> 	 L1M2	    3	     3		8.95079652238E+03 	7.14491E+12    	0.029548973477827357
	411	 K1L1	    1	     1		 ---> 	 L1M2	    1	     3		8.95086305798E+03 	1.32570E+13    	0.05482654664587199
	412	 K1L1	    1	     1		 ---> 	 L1M2	    1	     2		8.95168944251E+03 	6.73244E+12    	0.02784313462325824
	413	 K1L1	    1	     1		 ---> 	 L1M3	    1	     1		8.95337593512E+03 	1.23789E+13    	0.05119501684201439
	414	 K1L1	    1	     1		 ---> 	 L1M3	    3	     2		8.95366146837E+03 	2.22275E+13    	0.09192555371283999
	415	 K1L1	    1	     1		 ---> 	 L1M3	    3	     1		8.95404634165E+03 	7.75944E+12    	0.032090465347050234
	416	 K1L1	    1	     1		 ---> 	 L1M3	    5	     1		8.95469514964E+03 	9.87744E+08    	4.084980952717823e-06
	417	 K1L1	    1	     1		 ---> 	 L1M5	    5	     3		9.02994106694E+03 	1.83248E+11    	0.0007578528339566079
	418	 K1L1	    1	     1		 ---> 	 L1M5	    3	     3		9.02996014273E+03 	1.05709E+11    	0.00043717729647646395
	419	 K1L1	    1	     1		 ---> 	 L1M4	    3	     2		9.03193636722E+03 	1.01172E+11    	0.00041841377213971194
	420	 K1L1	    1	     1		 ---> 	 L1M5	    5	     2		9.03218314542E+03 	1.27855E+11    	0.0005287657932720799
	421	 K1L1	    1	     1		 ---> 	 L1M4	    1	     1		9.03242196016E+03 	4.88944E+06    	2.0221099059530238e-08
